CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C24307,443.999884948732,0.3012184941962841,324.0350444436824,108.67102395802128,99.98085260821593,40.68512336246068,0.1394395538850742,0.084182314087486,0.0596361181218121,0.0,0,2,2292.0,397.7746689227132,293.7662049911646,0.0758103861240071,12
C30940,1250.7061777735098,0.7982565742859413,3432.373488055712,557.0806596104134,4099.980780742326,96.34542112181556,0.9699550816673914,0.0215759301357452,0.7794860371698107,0.0609784129528497,0,28,6143.0,1771.7867433506826,367.5904556234324,0.2152225084704943,12
C21176,2905.9951837676326,0.9615828582764884,7592.690502111698,5921.3214377595805,3488.5701012212544,281.18366426532566,0.8925064169566131,0.6503879236199468,0.5329471744632206,0.018167379141906,1,39,11328.0,9299.67486933622,293.8956275553753,0.7749275512955266,12
C25837,2639.294493353409,0.9681964760658276,8897.575054854486,6304.764602550136,2561.688942005322,136.9858474356029,0.9300265971764388,0.6926541272752811,0.7137679267132927,0.0,0,37,15587.0,8357.069056228378,381.6977509188576,0.4508749778320639,12
C21325,4968.531403554748,0.9091192691868748,100.40983206200934,115.38751484503132,427.4907552429884,4511.423196691027,0.1475810918416096,0.2122938448003686,0.1405289213717276,0.654331446645201,10,8,3638.0,1135.2318583598408,1024.2375510036188,0.0180927564887572,12
C31985,89.81819794727701,0.0804543346317086,195.89427925110053,0.0,173.3582938746417,105.87009774519282,0.0202034131992427,0.1210218374206711,0.0451606480423701,0.0,1,7,1856.0,583.2030744969189,241.4984541688167,0.0290317589168294,12
C25694,911.2991069403978,0.9993757031753768,5370.656288889908,213.13733697061144,4919.554734195589,267.4498234643595,0.9546305977084802,0.2408386602635746,0.8176754845467584,0.0565578910864418,0,29,4612.0,2086.150053410056,264.95669649488127,0.0527217122035203,12
C26876,1133.6550863657235,0.9647116964893128,4726.93838118727,28.743121283022333,3571.099082129482,0.0,0.8410405571467676,0.2337148510367623,0.8154901262336987,0.0315329174743757,0,22,3843.0,2292.563596153599,416.972502136923,0.056437476062146,12
C31719,224.90180097910823,0.2135454104674883,0.0,93.82674113195446,27.8800027737778,189.3514142144072,0.1186662241528531,0.099494805096738,0.1470622598618276,0.0,0,7,1791.0,234.1069353334436,329.00476994007704,0.1249951538557168,12
C25670,4173.697729454202,0.9617052746934576,433.77202798999394,131.8428360753594,29.923130839597725,3984.545036381761,0.2536500866418837,0.1662172996328904,0.0780231536157086,0.726274513756694,4,4,7415.0,1538.5995885122804,826.3796694618536,0.0282777868372011,12
C20038,2212.9972177814693,0.9227877241853948,7500.032851041095,7321.672799776789,4048.7679105243215,185.70291863249005,0.9971958838977152,0.7795845876073296,0.5675338091694514,0.0131936051619387,1,35,8456.0,5603.181636924572,186.3954179137048,0.9963740696611392,12
C26582,7110.71488320044,0.9951060921437362,617.7625856197991,218.89794990230385,0.0,4853.128310161733,0.2845164944013452,0.0962115128411191,0.1302076396612665,0.6099004786153198,13,6,4640.0,3210.443953345085,867.4426430221745,0.0081880335321134,12
C29356,983.4459410341234,0.9153921148874884,3595.319553876719,250.44331905503984,3657.865312041299,66.73305862352235,0.927797376925819,0.2406072509616573,0.8939221140245327,0.021341170768496,1,26,3615.0,2397.660713080804,555.0084627856307,0.0828978263037669,12
C21873,3256.701801710009,0.9877404938133618,193.9218967979861,227.191670079896,139.97572647488968,4128.764508287559,0.3527519429587978,0.0791834018201065,0.0400400936171586,0.667702105958934,11,3,6281.0,110.34613398517826,1509.91651812535,2.6077319139007973e-05,12
C26272,148.51959372614667,0.4323961664117706,320.09715494923364,0.0,165.8191840737523,0.0,0.2768164497797528,0.0712249915414812,0.0228026285856862,0.0310854405609994,0,2,2739.0,313.70864985981615,387.2208678521384,0.0068880804432277,12
C30395,70.45896813436175,0.3683936400301731,20.419683599805765,178.41067072164785,149.87174099522653,57.97978282349568,0.2141846876481974,0.076736745556707,0.095006319251614,0.0296222875806521,1,7,1628.0,170.03344244183236,253.92141889539576,0.0567307777659415,9
C22484,2697.6460866095213,0.9582783274789544,7751.817093248143,4871.8849010091535,2039.576151848976,316.29418749023046,0.9303931729588292,0.8149764006533162,0.5276637321639233,0.031371819765354,0,35,13565.0,5967.166903672076,,0.5327683074720488,12
C26470,1083.754947298312,0.9400191584166094,1968.6609705461765,327.95428653814986,4230.35970313132,29.93049827796467,0.933366227267829,0.0554595227064271,0.9110871786835376,0.0119104850245056,0,15,2000.0,3075.859422480918,467.612001863126,0.0346412033242504,12
C26656,2714.229540133272,0.998220430163978,102.8004069965984,60.65050606096862,123.94409605146583,3559.816922154886,0.1704507634822402,0.0549042118711575,0.0107076104599518,0.5577089492069472,12,4,2988.0,1827.4820789282387,1227.695116593014,0.0535215708516954,12
C27330,238.1501716726349,0.5925957797129104,468.2001088696972,0.0,69.67282828224181,0.0,0.0153013274066598,0.02352413410872,0.1090787344469172,0.0262113973760908,1,2,1366.0,491.7493374540144,22.850655191899182,0.0433307702788595,12
C22024,1567.5107552684008,0.8655567437116733,5578.761099828563,472.5650971990746,3413.1639024366614,150.4911088085126,0.8050486009701538,0.2102210270624295,0.9253528597403256,0.0450542322605847,1,36,3877.0,2492.86272287414,354.80234787610755,0.068581562483981,9
C30321,21.45327649793504,0.393182197548669,84.13516246752204,183.96563322917925,87.28446230183232,80.60891124418332,0.0,0.1726308376219403,0.1493868188806935,0.0289014952820947,1,3,2127.0,179.76108988934217,384.57124155347645,0.0186166148036894,12
C23894,1822.336280589305,0.9241142463058284,5069.565467836606,362.1597423606245,3054.5258669363902,40.1705018062257,0.7747696184856278,0.0,0.8965677206272962,0.0528658658275247,2,24,5687.0,2106.51904166576,483.4728422121012,0.0267969348484804,6
C22468,231.3389464889691,0.3650129315335067,15.77378470188345,99.19809658650917,100.4108262003341,45636.497282089455,0.136782070965506,0.0221335108524581,0.0898775405337815,0.0041248234697088,1,4,,159.67237999758166,183.21799331897705,0.0201590341896877,12
C29561,74.51224071710675,0.234180004495789,441.8878622752569,78.5510800432624,60.44215232760477,0.0,0.2624181328225279,0.0403813339648187,0.0610615954222517,0.0,1,3,1917.0,395.944367612444,0.0,0.0120931458048584,9
C25431,298.56733689463834,0.5906058443589564,0.0,292.78350902615864,112.1495355625506,133.76827150628867,0.116248837959511,0.1339235879721981,0.0236104392954635,0.0130067024576421,1,1,1574.0,360.1614027090844,115.27877586756556,0.0661883557223023,12
C23080,2702.6711288361826,1.0,,3496.617020426562,2960.990701018816,61.14770611612471,0.9080526840174438,0.7459241972188986,0.5823294720651372,0.0279386452751682,0,44,12824.0,7935.944511257759,635.7879058596284,0.9709759473140626,12
C25358,9395.310146376833,0.9189925652186663,202.850205999433,193.14721328957228,151.53946200182776,46688.9323035473,0.3888954846163292,0.0585331446300392,0.0983004029203733,0.5343534604183782,15,10,8469.0,2437.964523674152,1565.7328060179184,0.0144348264369184,12
C29152,4966.907936155912,0.9511791234308856,261.9704011895598,126.0371631021534,27.786628112291183,5582.344063452852,0.4033151328071189,0.1902781558902571,0.0916782175153703,0.5038427438675486,4,2,6016.0,2473.910532671344,723.9703596850956,0.0075765724249022,9
C29430,186.3919877162915,0.4637528513535938,477.91079724525946,269.8536466761744,98.65501012228046,210.39846199848088,0.2458505381858404,0.01126617521008,0.035100033542877,0.0056783606990951,1,3,2313.0,277.7783986263909,252.17482131871148,0.0833027186589037,12
C31911,183.04827300872304,0.3818860838861124,0.0,209.5308556146853,0.0,0.0,0.105079935006051,0.1594487063179616,0.0957020858835932,0.0132534206928502,0,3,2151.0,144.3558092354648,235.6686889264766,0.1018146362949434,9
C24747,3850.984827215962,0.972418879245354,358.4553795408873,382.6392990086087,31.36013051836702,5196.463288451084,0.1052572340987013,0.0306019594480235,0.061357517742283,0.5900241027939627,7,8,4226.0,1460.2303175285404,1432.9435658271825,0.0472490943902972,12
C26242,97.1670232935659,0.3005894179586741,356.451262694913,229.4446631100137,0.0,0.0,0.1662788613477891,0.0889837782230994,0.1101735120861665,0.0285768818313646,1,5,2789.0,501.2399769056376,156.97187035562646,0.0,12
C24002,162.26522635683273,0.2968363741008762,25.048140387811276,119.5702816161775,79.06198905496815,226.7485561671498,0.352253201719815,0.0799547717137852,0.0770018419546575,0.036501975728562,1,5,2780.0,466.6680469845406,296.5070916866368,0.09302024669552,12
C30868,192.79996732689543,0.3900212219363453,,331.16301616795243,62.358553098367054,21.955724785420895,0.081437660104644,0.0842476553241492,0.0984077886914383,0.0087605546080232,0,1,1604.0,397.346118807506,240.6911656207341,0.0198633525890153,9
C31112,0.0,0.484951073970984,331.4634320676124,215.24640371823415,194.06971375804144,76.33929372592343,0.1572757593501554,0.0,0.0544989016357326,0.0,1,1,1703.0,98.91921446232136,231.6111289490688,0.1073639683199652,12
C27128,5013.753599848022,0.9785244699030085,253.19285347634417,0.0,80.96922150250666,3159.009544644771,0.333566688606139,0.0021735633485155,0.0458884474250981,0.5740281731080541,8,7,5540.0,1677.333078428553,2350.5195203176654,0.0,12
C31841,7913.051421403764,0.6041351717142068,8563.10249570788,5534.8189189349005,5521.110536846976,7932.906365100295,0.8727112020420974,0.4070254027443299,0.9933097640895184,0.1484920634961843,8,1,6497.0,7478.657261537736,1697.534290010753,0.620613245213372,12
C29656,3182.8571097592626,0.925103773808616,7286.275909914718,5100.205782409082,2201.6937234549628,292.08596976022,0.961403810598046,0.5058663494749628,0.5170524637980555,0.0711403036965368,0,46,12857.0,4649.05177631019,158.38485964424143,0.4040355168861171,12
C30817,117.29967768768354,0.4228899321981509,0.0,0.0,59.22595210495904,222.82007725815328,0.118136387799904,0.0706998541967248,0.1311276210373149,0.014981291495122,0,1,1474.0,0.0,277.40309891551686,0.022326519236994,12
C25254,4325.98956999558,0.993832372293229,97.10428423492108,298.42228799804707,192.6223233017745,4855.726237377197,0.2132311422080662,0.0955965076574344,0.1127352588688981,0.5323143988005241,6,6,4714.0,653.7936041614365,724.2218220165483,0.0242642590819357,12
C23232,3533.777869307876,0.9242031347864712,8780.999015765403,5860.275067791794,2585.767049391217,21.05526628558104,0.8952887919055734,0.7902072106743164,0.4933759816010419,0.0407302220488745,1,60,15489.0,7453.773376703981,601.5584186169126,0.7406017410774083,12
C22645,262.9299230902208,0.3334618669388898,149.59697860991912,152.8716298885356,44.075547870465385,0.0,0.2569696328143759,0.1143905086591136,0.0842244965344545,0.0,0,3,1833.0,314.60637937013445,0.2060817577896735,0.089907573009332,12
C30361,1499.968497676267,0.939485496915738,,329.368381695752,3694.108881347432,184.45673839458155,0.9009677628746828,0.1130887553678517,0.7895342434028112,0.0287191649422732,0,14,4243.0,1314.8962083691824,131.38114724594556,0.1325706071184984,12
C22934,92.52657501410984,0.1923482247630665,120.7460023091286,190.15501272434423,161.7962887656497,50.830596574336646,0.0138610771724596,0.0965352470164401,0.1151709908939646,0.0259894223137272,0,3,1361.0,215.88725081975844,303.8289751763379,0.0,12
C24518,1260.9781381010023,0.8450281516687971,4642.781496774146,482.4671157615027,4926.404806578991,0.0,0.9722438593548688,0.180392996560207,0.7303644818627896,0.0599780227833659,2,20,6095.0,2952.145360740127,419.42647118909656,0.1632474774121758,12
C24259,156.18511636113442,0.0463031230301405,196.46821522293047,84.2678413023921,140.3526082215077,88.5527284349293,0.2267224804517282,0.0317466626597302,0.1044477369175427,0.0043193713038182,0,4,2444.0,214.25446203561395,164.22077641380034,0.0109591765213331,12
C21390,1078.2984488364802,0.8448647726367287,4602.041558380309,307.33544522435136,3146.444923426812,79.18628103562705,0.8052000504845347,0.1013566603688666,0.9067395160504717,0.0040701401935512,2,28,4541.0,1667.4767498266351,347.3904974445072,0.135294051417237,12
C31451,2988.0602461991084,0.8969204735302981,10817.528109739971,5922.705824385444,3258.89264189548,467.40766054861626,0.8961312908620396,0.7633691621806609,0.5069218802713481,0.013276685198213,0,38,14012.0,5124.748543787518,419.67712352844086,0.6552383735874527,12
C31242,251.93494663140996,0.4085121893596483,324.04119588362965,0.0,155.5077096699476,0.0,0.1100053454112134,0.113779832167338,0.0631811690907916,0.0244845397259455,1,4,2386.0,216.53688746278107,304.4257130440599,0.126945015014944,12
C26565,3863.2884550474655,0.8907141317340181,,7249.3591059641585,1957.1118958324807,40.22421288285168,0.7906487792996053,0.8482701230345058,0.500861674095807,0.0,0,32,12460.0,10663.134429770886,510.5841702793769,0.9460854357295718,12
C29947,1091.971360102698,0.9827360802596238,4606.86141089448,420.54442169138616,3875.360428954687,341.6526955658513,0.9233527048228258,0.0437584689949625,0.7687846320802714,0.0274147710304617,2,28,5475.0,3140.866207621604,481.5782811330579,0.1039366983010066,12
C20070,6027.084866537735,0.979601380160542,134.32024390817375,297.1568562614347,72.56604471659954,5113.820873111253,0.0993079567843181,0.0531411930349373,0.1830803597937776,0.5798217555025172,9,6,5510.0,961.1555398996064,1545.5921333688584,0.0013603308532529,9
C22351,0.0,0.3574349813526926,293.7114346906839,0.0,29.451137229341104,60.01011565241309,0.171596160510933,0.1050425049703656,0.0338925066846629,0.0328598403863031,0,3,1678.0,402.6263952287836,123.3140779456927,0.0,12
C24484,32.282484898598895,0.5514297524650866,102.3433660332533,129.98816363744103,0.0,0.0,0.0207851793615734,0.1446331578919643,0.0,0.0197147723791595,1,3,1624.0,300.20926051528465,201.3645854388978,0.1375861180470902,12
C22999,3190.972125957472,0.9670721877026546,10328.15402356325,5367.905679158235,2157.320814111045,37.09973045603015,0.9041594981915316,0.767820439833692,0.5655949000762399,0.0275706224561826,0,26,9274.0,3977.245445695669,245.32575445531072,0.6978354604791515,12
C21101,138.84525264548915,0.1861167679274482,0.0,272.07452007378873,142.09211021786058,0.0,0.2236880075628892,0.0605323401726613,0.1028696880922065,0.0334912063515255,0,3,2264.0,263.42049596002585,200.923330129304,0.0645734004729892,12
C20922,314.0820573827113,0.3571255890775527,92.67965289283111,185.0472652956544,138.9880918222756,0.0,0.2773821997832867,0.0740038161337106,0.127009672921966,0.0,1,4,1824.0,747.8160762453417,,0.06039059774566,12
C25441,790.1224908524932,0.8562994961185472,3199.881158550911,508.80498817032,4173.599829975583,282.30235581271734,0.8532828708406804,0.2957289224371885,0.6440584318476381,0.0522691387391353,1,26,2790.0,2171.335947551957,468.70796224426886,0.0026026028735023,12
C29877,97.99336596822243,0.1384415590374735,156.07083356388137,252.1447464343542,199.22135385172743,0.0,0.1949185652445271,0.1011990598965533,0.0389687602091732,0.0356467184149504,0,5,2306.0,305.11296513585995,76.9281984447294,0.0195675739552303,12
C30913,3381.5484310068664,0.9971562911096664,6643.606314477608,8739.537740412508,3127.8069821694908,0.0,0.8599208374617748,0.7561322055595712,0.5662032427110726,0.0660134025575317,0,54,10602.0,4732.7055685933165,865.8088148561353,0.5909939351295748,12
C20887,1251.3673862046162,0.9172951032810548,7080.575691608304,375.05427459252735,3306.212169412326,99.52435439666051,0.8755756085191154,0.1915551097390071,0.9134451039082174,0.0477112062486579,1,25,3982.0,2997.186353982327,349.0346013327278,0.0,12
C26161,1429.8984184518133,0.8899080132409161,5506.1844055875135,278.51700470349124,5275.835135727538,247.10322398809265,0.9585998455764868,0.1951590871357215,0.8632534403434997,0.0111629049752902,2,39,,4098.850550048804,451.6429049580164,0.0037903213802723,12
C20718,692.1459121259448,0.8729226980995923,3165.8131536192677,529.9366881854179,3445.4225875383186,0.0,0.806572523959873,0.1338433323283046,0.7716795692690321,0.069100262387074,1,28,4954.0,1272.084371770818,297.39920143615444,0.2561350983554503,9
C31146,5369.64858157795,0.8997023055751191,90.48109894255612,0.7221743884585183,263.16502854450346,4997.768407799792,0.1562198012295789,0.0632999632147365,0.0481989521336157,0.5109343389490242,6,5,3853.0,2715.171491408187,1588.7827409382571,0.0416793007963764,12
C28388,1158.221761042353,0.8229648310677912,3793.264163685887,585.5100601996533,3855.717148789568,133.9059517404109,0.8490214726280667,0.274248141829588,0.7542883214280843,0.0877173158894715,2,30,6973.0,2457.2031492448577,246.90065250628555,0.1799867000444051,12
C23410,273.9847109423194,0.340724274216972,427.6024401857001,132.64487982498235,0.0,151.41913739912687,0.1612043569089453,0.1176025768584958,0.0674752871305865,0.0114178343689887,0,0,2066.0,581.0035509942418,287.3076343108252,0.0223319732253073,12
C29021,1348.289370974268,0.8569153979951135,4787.609781666269,240.2237645342233,3981.119297448205,0.0,0.8223809128405009,0.2597781962848026,0.8966666894398608,0.0517129437745521,1,13,2637.0,1692.498056229693,638.6488228800774,0.0727047568793097,12
C22363,4286.0755425808775,0.8942518274287311,10651.08839336573,4413.44847861535,3804.377176112114,387.1032142153404,0.9187088846720626,0.8768120285809062,0.4347329389788883,0.039054331864049,1,23,12360.0,9292.37636590332,322.6677528301897,0.7157015135242901,12
C26620,804.0316205702298,0.8500203895157984,3747.083698717401,83.06373511734368,4028.6535820754666,187.1452680422014,0.7743943222909312,0.1119506970565469,0.7747348458023814,0.104356161620043,0,31,4533.0,1826.3073334312196,480.4075646382613,0.0013241267149349,12
C24722,844.625522802862,0.8105066271812703,5056.895911851399,595.3407070398226,3643.245920905916,122.99804474761848,0.8060661047038632,0.1993573133184948,0.857158077924172,0.0393102393112793,2,13,4999.0,2585.209032749794,608.8535370816484,0.1940827392804986,12
C20411,250.0803226788259,0.3204482542535227,358.2359575429547,0.0,82.0009996655186,195.2114658259053,0.0932128452420046,0.1299302658667893,0.0,0.0426398321555488,1,3,,81.05924104450685,126.90854630132796,0.0750931382308149,12
C30134,854.2109214807996,0.877434912458688,5776.775805939291,270.33459720838266,5326.450193303093,11.495932056271464,0.9350933676187418,0.0441351999978788,0.9315219098241294,0.0625033851358435,1,20,2607.0,2378.7552118611493,150.76784068262972,0.0,12
C27671,1421.4286428263692,0.8623379059890999,3752.772235948504,523.7626524866781,5585.490293891675,245.09926535170064,0.8883619083964478,0.1323763474066368,0.7338816443353425,0.0491771181524135,2,10,2282.0,3172.642230647013,361.5015911696853,0.1768960021991936,12
C29112,6744.051527298623,0.9871345223576872,436.45219908314,470.0717443635604,0.0,5269.597300692399,0.3646182645334864,0.2639641905717625,0.1176379836747703,0.5912377613878889,19,6,7779.0,1516.8364232011836,389.090037155727,0.0300515346279923,12
C22600,1473.2038704139177,0.8787557805767535,4117.231306124007,163.51999708642504,5087.804347837401,54.50442838461578,0.9161012921098446,0.2647707385214322,0.8527101839539969,0.0388692143819382,1,45,4087.0,3467.347194434804,391.26776893161247,0.0509894795540224,12
C25298,3485.3485926997987,0.9534326847708744,8123.944647298417,6352.5071662077935,3499.726564565934,176.0183549338181,0.964686195640136,0.5680285059841743,0.6555043729392873,0.0151372047287966,0,38,8848.0,8929.365933313675,227.6390241332557,0.5710119239375869,12
C20176,716.0824679515567,0.8238124910821888,4374.491489075052,95.63802547445798,3191.665585999878,35.465516466634114,0.784996072498979,0.260080823609945,0.7507040148729345,0.0508751522701592,1,38,4740.0,3864.3712976729407,186.21396171997625,0.0525716973449522,12
C21942,3896.064598088215,0.9577387267934596,367.1698808853528,253.27449554983573,34.98994596023492,6050.064732356629,0.3541031041814039,0.1610273017359681,0.1650037644907004,0.7042162109947694,10,9,4031.0,1188.9180922456048,1690.77165711613,0.0160110237260664,12
C20940,390.7275448508535,0.904500004530333,4510.7094777127095,342.2639116967255,4728.61983814239,0.0,0.9499423893324308,0.1056779472663011,0.9782475180734276,0.073796119338962,1,24,5310.0,3341.779633949759,,0.2161502143174239,12
C26943,1052.1790453553767,0.8933754410420603,5040.968509505875,434.580675452592,3520.81649333304,134.7970640454398,0.9229970488246052,0.1425422334098617,0.8932819491346446,0.0538561037857356,4,18,2442.0,2849.3939168692064,45.01183173599768,0.0509755727613279,6
C26665,5406.12931368135,0.9387041573188069,0.0,181.54772171853557,167.7191525953521,5005.865150989315,0.2331735724095425,0.0772767929219593,0.0077058091429221,0.5318968541275166,12,7,9558.0,1133.47781605191,179.7399518433194,0.0,12
C23126,,0.2232431078992675,87.54507971285196,162.53870511580425,250.17633884017448,0.0,0.0972492185070242,0.1367772816668938,0.0594664367480293,0.0180480485304003,0,3,1965.0,91.74059065181078,203.04824151704943,0.0947163402875708,12
C23863,,0.3110551951781576,98.79662644068696,192.51575235680696,0.0,155.08495166318184,0.016679575575763,0.0236824308201211,0.0489558454194226,0.0116716068550971,1,3,2241.0,387.8507052520959,173.58532687492735,0.12109823938217,12
C28621,2562.1910444861314,0.9162118033492886,364.31559776299343,109.5029976719643,49.45728895174421,3950.468525488308,0.1726914834735189,0.082437894654846,0.1456340162495497,0.6553207610728701,18,0,3793.0,431.5705543883632,1574.5783789503157,0.0248738396687523,12
C31094,408.4562939604476,0.1112149357251566,454.3534771182144,327.9552839328374,43.563643246241554,0.0,0.3057998083876535,0.0109207126819431,0.1055130734925534,0.0262381944110845,0,5,2685.0,568.7544054491126,8.82227336734218,0.0712566956014005,12
C29545,256.071245796393,0.0322407528649858,311.3575678688708,0.0,118.14508901753734,84.07919850814153,0.1253181841391157,0.0587553572718545,0.0962379966062332,0.0350466493773666,0,2,2577.0,79.06151237617057,125.87121599030876,0.1217588998170966,12
C20923,1555.5258656083606,0.8111681766595725,3367.30191059648,687.2036494094306,3598.2821581963526,92.91181585635503,0.954994873066511,0.1773116768046083,0.951362163956144,0.0657237988160566,2,45,7947.0,2251.582942452369,348.2755896692025,0.0408110834565751,12
C31503,111.78122870144068,0.1261115947656417,325.86537035996423,156.08824279679936,23.24260744878361,57.95837924479791,0.1338059406953593,0.1233227839478138,0.0661418024464224,0.002569840068611,2,5,919.0,308.1792342302783,177.11547086554828,0.071157352967252,12
C29165,2333.071631184754,0.9271314400925244,6675.090375028173,6416.659784334534,2834.9895819140283,171.82418664962364,0.9428384288820408,0.7648243532635308,0.7770909270167994,0.0554117613372984,1,23,6000.0,6711.639506152904,73.82253625886825,0.675170241855313,12
C27416,1502.2682932724674,0.9727608242327836,3931.528433744381,642.3626948864144,3679.388942350211,166.69429468265537,0.9948927036711364,0.2093453165646893,0.8094564643038663,0.0198938900488047,0,38,5181.0,2297.835742647859,481.6109818783838,0.1887162174124421,12
C27427,2463.787284988414,0.9698375844767289,6647.268312677725,5402.584810884116,3187.3402806186336,293.5419670302854,0.98100039084798,0.7185674514075466,0.5995873944792978,0.0,1,66,7237.0,6946.220157778255,222.84444456368476,0.4901067845431325,12
C21897,,0.2626070722522348,474.46723084566,68.42879397674696,0.0,197.2832038479761,0.1309496877993129,0.1195164086749577,0.0,0.0332063642698988,0,4,3359.0,0.0,332.8570505996821,0.0417963755315232,12
C24735,6122.114151128838,0.9580924571675156,207.4385989881472,80.61267915069675,147.78662242627675,6831.01234765442,0.1067751351810429,0.0666024588189015,0.0925783266484256,0.7403365471856781,17,9,5349.0,883.6326982694876,1465.7873351439373,0.0138281719848119,12
C24426,6270.407636481135,0.9737593955523556,325.7166257285382,42.184417379095805,155.77328435835696,5221.935398262008,0.4131935242704882,0.0745437967751691,0.2111496925757792,0.7372826253827625,13,7,7935.0,1839.5023801454183,1122.8014838122076,0.0,12
C29164,3054.8354537791856,0.9298233656662312,8561.190016247288,6727.73132289236,2297.416295779972,0.0,0.9258559972922148,0.7251365840158802,0.5207957792069435,0.0316793766856335,0,49,12014.0,6504.567687409727,792.4316593286457,0.5689082759350431,12
C22800,305.3461549175988,0.2919276766696276,124.16755561616826,183.5556066564693,1.4521130540400409,0.0,0.1416558887913293,0.0554404429668962,0.0425614129698567,0.0,1,0,1815.0,42.135237773343576,272.8179244053404,0.0583892861686504,12
C24841,5267.8935333617865,1.0,94.22524665796384,0.0,125.78240970831752,2887.790163298732,0.1464779394298997,0.0,0.0250250021968834,0.5908791687281012,13,4,8105.0,287.86339865282423,484.24529720647234,0.0267032411458897,12
C28624,328.18262997016745,0.332936968905649,135.45285917134615,256.26854042919643,0.0,0.0,0.1664940159851604,0.0889343886363273,0.111267324575362,0.0,1,1,2691.0,432.3169751033187,237.88449146551608,0.0074790196181919,12
C27008,4073.215868002419,0.9518017613186314,272.628874645626,310.8554140744393,173.82710408718748,2525.5166679360264,0.3181968801537049,0.0405194071388898,0.091308784938099,0.661870607138995,13,9,4746.0,175.56450008772256,1850.7842493134256,0.0172912814638585,12
C28798,6210.464718305064,0.9723749294073126,170.31036297645423,248.35449925420625,146.66424035265612,5806.866513267886,0.1681867016111347,0.0382597625229585,0.0116311506858248,0.6906003873665987,10,10,5475.0,1267.169859081556,1251.3018268583023,0.0,12
